Tarih,Kategori,Bölge,Kanal,Müşteri Segmenti,Birim Fiyat,Adet,İndirim Oranı,Net Ciro,Kâr
2023-07-30,Giyim,Ege,Mobil Uygulama,Kayıtlı Müşteri,597.24,1,0.2,477.79,152.89
2023-07-30,Kitap & Kırtasiye,Akdeniz,Web Sitesi,Yeni Müşteri,276.16,1,0.0,276.16,55.23
2023-07-30,Kozmetik,Ege,Mobil Uygulama,Yeni Müşteri,406.45,2,0.05,772.25,293.46
2023-07-30,Giyim,Marmara,Mobil Uygulama,Yeni Müşteri,1167.65,1,0.0,1167.65,373.65
2023-07-30,Elektronik,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,6206.74,1,0.2,4965.39,695.16
2023-07-30,Elektronik,Ege,Web Sitesi,Kayıtlı Müşteri,4939.44,1,0.1,4445.49,622.37
2023-07-30,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,1576.63,1,0.0,1576.63,409.92
2023-07-30,Kozmetik,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,391.4,1,0.1,352.26,133.86
2023-07-30,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,4120.14,1,0.05,3914.13,547.98
2023-07-30,Kozmetik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Yeni Müşteri,478.99,1,0.0,478.99,182.02
2023-07-30,Kozmetik,Marmara,Web Sitesi,Sadık Müşteri,575.83,1,0.0,575.83,218.81
2023-07-30,Giyim,Marmara,Mobil Uygulama,Kayıtlı Müşteri,479.77,1,0.2,383.82,122.82
2023-07-30,Ev & Yaşam,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,3017.63,1,0.15,2564.99,666.9
2023-07-30,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,2342.78,2,0.05,4451.27,1157.33
2023-07-30,Spor & Outdoor,Ege,Web Sitesi,Yeni Müşteri,1877.07,1,0.15,1595.51,351.01
2023-07-30,Ev & Yaşam,İç Anadolu,Web Sitesi,Yeni Müşteri,898.24,1,0.1,808.42,210.19
2023-07-30,Kozmetik,İç Anadolu,Mobil Uygulama,Sadık Müşteri,288.88,1,0.0,288.88,109.77
2023-07-30,Kitap & Kırtasiye,Ege,Web Sitesi,Sadık Müşteri,156.07,1,0.0,156.07,31.21
2023-07-30,Kozmetik,Ege,Mobil Uygulama,Kayıtlı Müşteri,185.96,1,0.05,176.66,67.13
2023-07-30,Ev & Yaşam,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,1464.75,1,0.0,1464.75,380.84
2023-07-30,Elektronik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,4506.62,1,0.1,4055.96,567.83
2023-07-30,Kitap & Kırtasiye,Akdeniz,Mobil Uygulama,Yeni Müşteri,400.0,1,0.2,320.0,64.0
2023-07-30,Elektronik,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,4606.46,1,0.15,3915.49,548.17
2023-07-30,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,4000.0,1,0.1,3600.0,936.0
2023-07-30,Kozmetik,Akdeniz,Mobil Uygulama,Yeni Müşteri,328.11,1,0.0,328.11,124.68
2023-07-30,Ev & Yaşam,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,2987.72,1,0.0,2987.72,776.81
2023-07-30,Kozmetik,İç Anadolu,Web Sitesi,Sadık Müşteri,351.25,1,0.1,316.12,120.13
2023-07-30,Elektronik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,4381.92,1,0.1,3943.73,552.12
2023-07-30,Kozmetik,Ege,Web Sitesi,Yeni Müşteri,476.13,2,0.05,904.64,343.76
2023-07-30,Spor & Outdoor,Akdeniz,Web Sitesi,Kayıtlı Müşteri,956.92,1,0.15,813.38,178.94
2023-07-30,Kozmetik,Marmara,Mobil Uygulama,Yeni Müşteri,302.96,2,0.3,424.14,161.17
2023-07-30,Ev & Yaşam,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,898.73,2,0.05,1707.58,443.97
2023-07-30,Kozmetik,Ege,Mobil Uygulama,Yeni Müşteri,306.36,2,0.0,612.72,232.83
2023-07-30,Giyim,Akdeniz,Web Sitesi,Sadık Müşteri,680.23,2,0.1,1224.42,391.81
2023-07-30,Elektronik,Karadeniz,Mobil Uygulama,Yeni Müşteri,7403.08,1,0.3,5182.16,725.5
2023-07-30,Elektronik,Karadeniz,Web Sitesi,Kayıtlı Müşteri,6207.74,2,0.1,11173.94,1564.35
2023-07-30,Elektronik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,6873.55,1,0.0,6873.55,962.3
2023-07-30,Elektronik,Ege,Mobil Uygulama,Yeni Müşteri,4627.49,2,0.2,7403.98,1036.56
2023-07-30,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,7805.01,1,0.0,7805.01,1092.7
2023-07-30,Giyim,Marmara,Web Sitesi,Kayıtlı Müşteri,657.19,1,0.1,591.47,189.27
2023-07-31,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,1302.46,3,0.0,3907.38,859.62
2023-07-31,Spor & Outdoor,Akdeniz,Mobil Uygulama,Yeni Müşteri,941.35,1,0.0,941.35,207.1
2023-07-31,Spor & Outdoor,Ege,Web Sitesi,Sadık Müşteri,1956.2,1,0.05,1858.39,408.85
2023-07-31,Kozmetik,Karadeniz,Web Sitesi,Kayıtlı Müşteri,664.77,1,0.0,664.77,252.61
2023-07-31,Elektronik,Ege,Web Sitesi,Yeni Müşteri,4575.49,1,0.0,4575.49,640.57
2023-07-31,Ev & Yaşam,Marmara,Mobil Uygulama,Kayıtlı Müşteri,1645.63,3,0.0,4936.89,1283.59
2023-07-31,Elektronik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,3523.7,1,0.0,3523.7,493.32
2023-07-31,Ev & Yaşam,Karadeniz,Web Sitesi,Kayıtlı Müşteri,4000.0,1,0.0,4000.0,1040.0
2023-07-31,Kitap & Kırtasiye,Ege,Mobil Uygulama,Yeni Müşteri,102.97,1,0.0,102.97,20.59
2023-07-31,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,2396.67,3,0.0,7190.0,1869.4
2023-07-31,Kozmetik,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,317.29,1,0.0,317.29,120.57
2023-07-31,Kitap & Kırtasiye,Ege,Web Sitesi,Kayıtlı Müşteri,126.85,1,0.0,126.85,25.37
2023-07-31,Ev & Yaşam,Marmara,Web Sitesi,Sadık Müşteri,3392.19,1,0.0,3392.19,881.97
2023-07-31,Spor & Outdoor,Marmara,Mobil Uygulama,Yeni Müşteri,2503.06,1,0.0,2503.06,550.67
2023-07-31,Kitap & Kırtasiye,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,181.91,2,0.0,363.82,72.76
2023-07-31,Giyim,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,659.86,1,0.0,659.86,211.15
2023-07-31,Kozmetik,Marmara,Mobil Uygulama,Sadık Müşteri,528.78,1,0.05,502.34,190.89
2023-07-31,Elektronik,Marmara,Mobil Uygulama,Sadık Müşteri,3397.16,1,0.0,3397.16,475.6
2023-07-31,Elektronik,Ege,Mobil Uygulama,Sadık Müşteri,5195.45,1,0.0,5195.45,727.36
2023-07-31,Ev & Yaşam,Akdeniz,Mobil Uygulama,Sadık Müşteri,1889.67,1,0.0,1889.67,491.32
2023-07-31,Kozmetik,Marmara,Mobil Uygulama,Yeni Müşteri,380.34,1,0.1,342.31,130.08
2023-07-31,Kozmetik,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,441.07,1,0.1,396.96,150.84
2023-07-31,Elektronik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,5828.47,1,0.0,5828.47,815.99
2023-07-31,Kozmetik,Marmara,Mobil Uygulama,Sadık Müşteri,335.18,2,0.0,670.35,254.73
2023-07-31,Kozmetik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,538.39,2,0.05,1022.95,388.72
2023-07-31,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Yeni Müşteri,3009.3,1,0.05,2858.84,743.3
2023-07-31,Kitap & Kırtasiye,Marmara,Mobil Uygulama,Kayıtlı Müşteri,338.65,1,0.05,321.71,64.34
2023-07-31,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,8595.73,3,0.0,25787.19,3610.21
2023-07-31,Kozmetik,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,288.77,1,0.0,288.77,109.73
2023-07-31,Elektronik,Akdeniz,Mobil Uygulama,Yeni Müşteri,2984.09,3,0.0,8952.28,1253.32
2023-07-31,Giyim,Karadeniz,Web Sitesi,Kayıtlı Müşteri,324.48,2,0.0,648.96,207.67
2023-07-31,Spor & Outdoor,Marmara,Web Sitesi,Kayıtlı Müşteri,2018.51,3,0.0,6055.54,1332.22
2023-07-31,Kozmetik,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,445.85,2,0.0,891.7,338.85
2023-07-31,Giyim,Marmara,Web Sitesi,Sadık Müşteri,524.85,1,0.0,524.85,167.95
2023-07-31,Kozmetik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,652.86,1,0.0,652.86,248.09
2023-07-31,Giyim,Ege,Mobil Uygulama,Sadık Müşteri,1092.49,1,0.05,1037.86,332.12
2023-07-31,Elektronik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,4672.61,1,0.0,4672.61,654.17
2023-07-31,Ev & Yaşam,Akdeniz,Web Sitesi,Yeni Müşteri,1978.26,1,0.0,1978.26,514.35
2023-07-31,Giyim,Ege,Mobil Uygulama,Kayıtlı Müşteri,944.44,3,0.0,2833.31,906.66
2023-07-31,Ev & Yaşam,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,1167.77,1,0.0,1167.77,303.62
2023-07-31,Elektronik,Ege,Web Sitesi,Sadık Müşteri,3743.87,1,0.0,3743.87,524.14
2023-07-31,Giyim,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,802.31,1,0.0,802.31,256.74
2023-07-31,Giyim,Ege,Web Sitesi,Kayıtlı Müşteri,484.03,1,0.0,484.03,154.89
2023-07-31,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,9636.19,2,0.0,19272.37,2698.13
2023-07-31,Ev & Yaşam,Marmara,Web Sitesi,Kayıtlı Müşteri,2123.59,1,0.0,2123.59,552.13
2023-07-31,Elektronik,Marmara,Mobil Uygulama,Sadık Müşteri,3545.1,2,0.0,7090.19,992.63
2023-07-31,Ev & Yaşam,Marmara,Mobil Uygulama,Kayıtlı Müşteri,1137.21,2,0.1,2046.98,532.21
2023-07-31,Giyim,Marmara,Mobil Uygulama,Kayıtlı Müşteri,516.82,1,0.0,516.82,165.38
2023-07-31,Giyim,Ege,Mobil Uygulama,Kayıtlı Müşteri,646.18,1,0.0,646.18,206.78
2023-07-31,Kitap & Kırtasiye,Ege,Web Sitesi,Sadık Müşteri,337.06,1,0.0,337.06,67.41
2023-07-31,Elektronik,Marmara,Web Sitesi,Kayıtlı Müşteri,6439.67,1,0.1,5795.7,811.4
2023-07-31,Giyim,İç Anadolu,Web Sitesi,Sadık Müşteri,782.26,2,0.05,1486.29,475.61
2023-07-31,Elektronik,Marmara,Web Sitesi,Kayıtlı Müşteri,5701.46,1,0.0,5701.46,798.2
2023-07-31,Ev & Yaşam,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,2896.85,1,0.05,2752.01,715.52
2023-07-31,Kitap & Kırtasiye,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,182.38,2,0.0,364.75,72.95
2023-07-31,Kozmetik,Marmara,Mobil Uygulama,Sadık Müşteri,472.67,1,0.1,425.4,161.65
2023-07-31,Spor & Outdoor,Marmara,Web Sitesi,Yeni Müşteri,979.36,2,0.1,1762.85,387.83
2023-07-31,Spor & Outdoor,Doğu & Güneydoğu Anadolu,Web Sitesi,Yeni Müşteri,2918.13,1,0.0,2918.13,641.99
2023-07-31,Kitap & Kırtasiye,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,158.88,3,0.05,452.82,90.56
2023-07-31,Kozmetik,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,413.67,1,0.0,413.67,157.2
2023-07-31,Elektronik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,5453.35,1,0.05,5180.68,725.3
2023-07-31,Kitap & Kırtasiye,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,400.0,1,0.0,400.0,80.0
2023-07-31,Giyim,Ege,Mobil Uygulama,Kayıtlı Müşteri,833.82,1,0.0,833.82,266.82
2023-07-31,Elektronik,Marmara,Web Sitesi,Kayıtlı Müşteri,3257.19,1,0.05,3094.33,433.21
2023-07-31,Kitap & Kırtasiye,Akdeniz,Web Sitesi,Yeni Müşteri,400.0,2,0.0,800.0,160.0
2023-07-31,Kitap & Kırtasiye,Akdeniz,Web Sitesi,Sadık Müşteri,216.6,2,0.05,411.55,82.31
2023-07-31,Elektronik,Karadeniz,Web Sitesi,Kayıtlı Müşteri,3402.74,1,0.0,3402.74,476.38
2023-07-31,Kitap & Kırtasiye,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,240.16,2,0.0,480.32,96.06
2023-07-31,Spor & Outdoor,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Yeni Müşteri,1949.43,1,0.0,1949.43,428.87
2023-07-31,Ev & Yaşam,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,1201.89,2,0.0,2403.79,624.99
2023-07-31,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,4920.52,2,0.0,9841.03,1377.74
2023-07-31,Giyim,Marmara,Web Sitesi,Sadık Müşteri,689.74,2,0.0,1379.48,441.43
2023-07-31,Elektronik,Marmara,Web Sitesi,Yeni Müşteri,6087.99,2,0.0,12175.98,1704.64
2023-07-31,Ev & Yaşam,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,1511.12,1,0.1,1360.01,353.6
2023-07-31,Elektronik,Marmara,Web Sitesi,Kayıtlı Müşteri,12000.0,1,0.05,11400.0,1596.0
2023-07-31,Kozmetik,Ege,Mobil Uygulama,Kayıtlı Müşteri,615.89,1,0.0,615.89,234.04
2023-07-31,Elektronik,Akdeniz,Web Sitesi,Kayıtlı Müşteri,3374.71,1,0.0,3374.71,472.46
2023-07-31,Ev & Yaşam,Marmara,Web Sitesi,Kayıtlı Müşteri,2403.25,1,0.0,2403.25,624.85
2023-07-31,Ev & Yaşam,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,2478.5,1,0.1,2230.65,579.97
2023-07-31,Spor & Outdoor,Akdeniz,Web Sitesi,Sadık Müşteri,2002.77,1,0.0,2002.77,440.61
2023-07-31,Giyim,Ege,Mobil Uygulama,Kayıtlı Müşteri,708.2,3,0.05,2018.38,645.88
2023-07-31,Ev & Yaşam,Karadeniz,Mobil Uygulama,Sadık Müşteri,505.68,1,0.0,505.68,131.48
2023-07-31,Kitap & Kırtasiye,Doğu & Güneydoğu Anadolu,Web Sitesi,Yeni Müşteri,297.13,1,0.0,297.13,59.43
2023-07-31,Ev & Yaşam,Ege,Mobil Uygulama,Yeni Müşteri,2231.62,1,0.0,2231.62,580.22
2023-07-31,Elektronik,Ege,Web Sitesi,Kayıtlı Müşteri,3629.75,1,0.0,3629.75,508.17
2023-07-31,Elektronik,Marmara,Web Sitesi,Kayıtlı Müşteri,5608.76,1,0.0,5608.76,785.23
2023-07-31,Elektronik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,3918.45,1,0.0,3918.45,548.58
2023-07-31,Elektronik,Akdeniz,Web Sitesi,Kayıtlı Müşteri,6966.31,1,0.0,6966.31,975.28
2023-07-31,Kozmetik,Ege,Mobil Uygulama,Yeni Müşteri,570.24,2,0.05,1083.46,411.71
2023-07-31,Giyim,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,448.9,1,0.1,404.01,129.28
2023-07-31,Ev & Yaşam,Akdeniz,Web Sitesi,Sadık Müşteri,1085.55,2,0.0,2171.11,564.49
2023-07-31,Ev & Yaşam,İç Anadolu,Web Sitesi,Yeni Müşteri,3310.38,1,0.0,3310.38,860.7
2023-07-31,Spor & Outdoor,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,1478.93,1,0.0,1478.93,325.37
2023-07-31,Giyim,Akdeniz,Mobil Uygulama,Sadık Müşteri,409.55,1,0.0,409.55,131.06
2023-07-31,Kozmetik,Ege,Mobil Uygulama,Yeni Müşteri,768.67,1,0.05,730.24,277.49
2023-07-31,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,1893.77,1,0.0,1893.77,492.38
2023-07-31,Elektronik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,6190.02,1,0.0,6190.02,866.6
2023-07-31,Giyim,Marmara,Mobil Uygulama,Kayıtlı Müşteri,951.76,1,0.05,904.17,289.33
2023-07-31,Ev & Yaşam,Marmara,Web Sitesi,Yeni Müşteri,1410.43,1,0.0,1410.43,366.71
2023-07-31,Spor & Outdoor,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Sadık Müşteri,2006.44,2,0.05,3812.24,838.69
2023-07-31,Spor & Outdoor,Akdeniz,Mobil Uygulama,Yeni Müşteri,1394.74,1,0.0,1394.74,306.84
2023-07-31,Elektronik,Ege,Mobil Uygulama,Kayıtlı Müşteri,2531.17,1,0.0,2531.17,354.36
2023-07-31,Elektronik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Yeni Müşteri,12000.0,1,0.0,12000.0,1680.0
2023-07-31,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Sadık Müşteri,1466.66,1,0.0,1466.66,381.33
2023-07-31,Kozmetik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Yeni Müşteri,900.0,1,0.0,900.0,342.0
2023-07-31,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,3399.73,1,0.0,3399.73,475.96
2023-07-31,Elektronik,Marmara,Web Sitesi,Kayıtlı Müşteri,4386.88,1,0.05,4167.54,583.46
2023-07-31,Giyim,İç Anadolu,Mobil Uygulama,Yeni Müşteri,401.99,1,0.0,401.99,128.64
2023-07-31,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,6227.47,2,0.0,12454.93,1743.69
2023-07-31,Spor & Outdoor,İç Anadolu,Web Sitesi,Yeni Müşteri,3500.0,1,0.0,3500.0,770.0
2023-07-31,Giyim,Karadeniz,Web Sitesi,Kayıtlı Müşteri,848.84,1,0.0,848.84,271.63
2023-07-31,Spor & Outdoor,Marmara,Web Sitesi,Kayıtlı Müşteri,2091.78,1,0.0,2091.78,460.19
2023-07-31,Kozmetik,Ege,Mobil Uygulama,Sadık Müşteri,377.62,1,0.0,377.62,143.49
2023-07-31,Kitap & Kırtasiye,Ege,Web Sitesi,Kayıtlı Müşteri,138.36,1,0.0,138.36,27.67
2023-07-31,Giyim,Ege,Mobil Uygulama,Yeni Müşteri,483.68,1,0.0,483.68,154.78
2023-07-31,Ev & Yaşam,Ege,Mobil Uygulama,Kayıtlı Müşteri,2882.27,2,0.0,5764.53,1498.78
2023-07-31,Giyim,Akdeniz,Web Sitesi,Kayıtlı Müşteri,494.37,1,0.05,469.65,150.29
2023-07-31,Kozmetik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,222.15,3,0.1,599.81,227.93
2023-07-31,Ev & Yaşam,Karadeniz,Web Sitesi,Kayıtlı Müşteri,4000.0,1,0.0,4000.0,1040.0
2023-07-31,Ev & Yaşam,Marmara,Web Sitesi,Kayıtlı Müşteri,2335.26,1,0.0,2335.26,607.17
2023-07-31,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,12000.0,1,0.0,12000.0,1680.0
2023-07-31,Giyim,Marmara,Web Sitesi,Sadık Müşteri,370.48,1,0.0,370.48,118.55
2023-07-31,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,1510.02,1,0.0,1510.02,332.2
2023-07-31,Ev & Yaşam,Ege,Web Sitesi,Sadık Müşteri,2513.89,1,0.05,2388.19,620.93
2023-07-31,Ev & Yaşam,Marmara,Web Sitesi,Sadık Müşteri,2133.92,1,0.0,2133.92,554.82
2023-07-31,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,7529.48,3,0.05,21459.01,3004.26
2023-07-31,Elektronik,Akdeniz,Web Sitesi,Yeni Müşteri,7041.58,1,0.0,7041.58,985.82
2023-07-31,Elektronik,Ege,Web Sitesi,Kayıtlı Müşteri,6406.39,1,0.0,6406.39,896.89
2023-07-31,Elektronik,Ege,Web Sitesi,Sadık Müşteri,7583.92,2,0.0,15167.83,2123.5
2023-07-31,Ev & Yaşam,İç Anadolu,Web Sitesi,Sadık Müşteri,1217.43,1,0.0,1217.43,316.53
2023-07-31,Kitap & Kırtasiye,Marmara,Mobil Uygulama,Sadık Müşteri,94.92,1,0.0,94.92,18.98
2023-07-31,Ev & Yaşam,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,1400.36,1,0.05,1330.35,345.89
2023-07-31,Ev & Yaşam,Akdeniz,Web Sitesi,Sadık Müşteri,1521.2,1,0.0,1521.2,395.51
2023-07-31,Elektronik,Ege,Web Sitesi,Kayıtlı Müşteri,11420.57,2,0.0,22841.14,3197.76
2023-07-31,Elektronik,Ege,Mobil Uygulama,Yeni Müşteri,5345.31,2,0.1,9621.56,1347.02
2023-07-31,Spor & Outdoor,Ege,Web Sitesi,Sadık Müşteri,2471.58,1,0.0,2471.58,543.75
2023-07-31,Giyim,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,1200.0,1,0.0,1200.0,384.0
2023-07-31,Kozmetik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,410.16,1,0.0,410.16,155.86
2023-07-31,Elektronik,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,3393.79,2,0.0,6787.57,950.26
2023-07-31,Kitap & Kırtasiye,Ege,Mobil Uygulama,Kayıtlı Müşteri,140.21,1,0.0,140.21,28.04
2023-07-31,Elektronik,Marmara,Mobil Uygulama,Sadık Müşteri,4794.12,1,0.0,4794.12,671.18
2023-07-31,Elektronik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,8733.48,1,0.0,8733.48,1222.69
2023-07-31,Giyim,Doğu & Güneydoğu Anadolu,Web Sitesi,Sadık Müşteri,254.36,1,0.0,254.36,81.4
2023-07-31,Kitap & Kırtasiye,Marmara,Web Sitesi,Sadık Müşteri,325.3,1,0.0,325.3,65.06
2023-07-31,Giyim,Karadeniz,Mobil Uygulama,Yeni Müşteri,703.58,1,0.0,703.58,225.15
2023-07-31,Spor & Outdoor,Marmara,Mobil Uygulama,Yeni Müşteri,1340.81,3,0.0,4022.44,884.94
2023-07-31,Giyim,Marmara,Mobil Uygulama,Sadık Müşteri,572.91,1,0.0,572.91,183.33
2023-07-31,Giyim,Marmara,Mobil Uygulama,Yeni Müşteri,434.85,1,0.05,413.11,132.19
2023-07-31,Giyim,Akdeniz,Web Sitesi,Yeni Müşteri,667.53,1,0.05,634.16,202.93
2023-07-31,Giyim,Ege,Mobil Uygulama,Sadık Müşteri,667.08,1,0.05,633.73,202.79
2023-07-31,Elektronik,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,5145.26,1,0.0,5145.26,720.34
2023-07-31,Elektronik,Marmara,Web Sitesi,Sadık Müşteri,4768.19,1,0.0,4768.19,667.55
2023-07-31,Giyim,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,361.41,1,0.05,343.34,109.87
2023-07-31,Elektronik,Akdeniz,Mobil Uygulama,Sadık Müşteri,9425.09,1,0.05,8953.83,1253.54
2023-07-31,Ev & Yaşam,Akdeniz,Mobil Uygulama,Yeni Müşteri,2528.31,1,0.0,2528.31,657.36
2023-07-31,Giyim,Ege,Web Sitesi,Kayıtlı Müşteri,871.78,1,0.05,828.19,265.02
2023-07-31,Giyim,Karadeniz,Web Sitesi,Sadık Müşteri,443.7,1,0.05,421.51,134.88
2023-07-31,Elektronik,İç Anadolu,Web Sitesi,Yeni Müşteri,8960.97,1,0.1,8064.87,1129.08
2023-07-31,Giyim,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,1200.0,1,0.0,1200.0,384.0
2023-07-31,Kozmetik,Ege,Mobil Uygulama,Kayıtlı Müşteri,900.0,1,0.05,855.0,324.9
2023-07-31,Spor & Outdoor,Marmara,Mobil Uygulama,Sadık Müşteri,883.03,2,0.0,1766.06,388.53
2023-07-31,Elektronik,Ege,Web Sitesi,Kayıtlı Müşteri,7808.79,1,0.0,7808.79,1093.23
2023-07-31,Giyim,Akdeniz,Web Sitesi,Kayıtlı Müşteri,1104.74,1,0.0,1104.74,353.52
2023-07-31,Kozmetik,Ege,Web Sitesi,Sadık Müşteri,317.83,1,0.0,317.83,120.77
2023-07-31,Elektronik,Marmara,Mobil Uygulama,Sadık Müşteri,9137.14,1,0.0,9137.14,1279.2
2023-07-31,Giyim,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Yeni Müşteri,1200.0,1,0.0,1200.0,384.0
2023-07-31,Ev & Yaşam,Marmara,Web Sitesi,Yeni Müşteri,3346.11,1,0.05,3178.8,826.49
2023-07-31,Ev & Yaşam,İç Anadolu,Web Sitesi,Sadık Müşteri,2586.63,1,0.0,2586.63,672.52
2023-07-31,Spor & Outdoor,Karadeniz,Mobil Uygulama,Yeni Müşteri,1979.86,1,0.0,1979.86,435.57
2023-07-31,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Yeni Müşteri,1352.43,1,0.05,1284.81,282.66
2023-07-31,Ev & Yaşam,Marmara,Web Sitesi,Kayıtlı Müşteri,1548.08,1,0.0,1548.08,402.5
2023-07-31,Kitap & Kırtasiye,Karadeniz,Web Sitesi,Yeni Müşteri,400.0,1,0.0,400.0,80.0
2023-07-31,Elektronik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Sadık Müşteri,3814.16,1,0.0,3814.16,533.98
2023-07-31,Spor & Outdoor,Ege,Mobil Uygulama,Sadık Müşteri,1850.93,1,0.0,1850.93,407.2
2023-07-31,Elektronik,Ege,Mobil Uygulama,Kayıtlı Müşteri,3345.55,2,0.05,6356.54,889.92
2023-07-31,Giyim,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,855.49,1,0.05,812.72,260.07
2023-07-31,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Sadık Müşteri,2162.16,1,0.0,2162.16,562.16
2023-07-31,Ev & Yaşam,Ege,Mobil Uygulama,Sadık Müşteri,758.39,1,0.1,682.55,177.46
2023-07-31,Ev & Yaşam,Ege,Web Sitesi,Kayıtlı Müşteri,2717.81,1,0.05,2581.92,671.3
2023-07-31,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,1596.34,1,0.0,1596.34,415.05
2023-07-31,Kitap & Kırtasiye,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,241.11,1,0.0,241.11,48.22
2023-08-01,Spor & Outdoor,Marmara,Mobil Uygulama,Kayıtlı Müşteri,1929.46,2,0.0,3858.92,848.96
2023-08-01,Spor & Outdoor,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,2788.59,1,0.0,2788.59,613.49
2023-08-01,Kozmetik,İç Anadolu,Mobil Uygulama,Sadık Müşteri,584.32,1,0.0,584.32,222.04
2023-08-01,Ev & Yaşam,Marmara,Web Sitesi,Yeni Müşteri,2311.91,1,0.1,2080.72,540.99
